,details,link
"<li><a href = ""../pdf/Notifications/INT_SCH_HFW05.pdf"" target ='_' > INTERVIEW SCHEDULE-ADVERTISEMENT NO-05/2014/EXAM/ DATED- 17/04/2014 [Assistant Professor Audiology and Speech Language Pathology, General Duty Medical Officer, Associate Blood Transfusion Officer, Dialysis Manager, Resident Pathologist, Eye Specialists, Anesthetist, Assistant Director (Technical), Registrar Medical Physics]</li>","INTERVIEW SCHEDULE-ADVERTISEMENT NO-05/2014/EXAM/ DATED- 17/04/2014 [Assistant Professor Audiology and Speech Language Pathology, General Duty Medical Officer, Associate Blood Transfusion Officer, Dialysis Manager, Resident Pathologist, Eye Specialists, Anesthetist, Assistant Director (Technical), Registrar Medical Physics]",../pdf/Notifications/INT_SCH_HFW05.pdf
"<li><a href = ""../pdf/Notifications/Exam_Sch_BI_ADH.pdf"" target ='_' > EXAM SCHEDULE- ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014 AND BOILER INSPECTOR EXAM-2015 New </li>","EXAM SCHEDULE- ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014 AND BOILER INSPECTOR EXAM-2015 New ",../pdf/Notifications/Exam_Sch_BI_ADH.pdf
"<li><a href = ""../pdf/Notifications/SSE2014_SUBS_new.pdf"" target ='_' > NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2014 : ABOUT ADMIT CARD & SUBSCRIBER-(NEW) </li>",NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2014 : ABOUT ADMIT CARD & SUBSCRIBER-(NEW) ,../pdf/Notifications/SSE2014_SUBS_new.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_ADIHS2014.pdf"" target ='_' > INTERVIEW SCHEDULE-ASSISTANT DIRECTOR, INDUSTRIAL HEALTH & SAFETY EXAM-2014</li>","INTERVIEW SCHEDULE-ASSISTANT DIRECTOR, INDUSTRIAL HEALTH & SAFETY EXAM-2014",../pdf/Notifications/Int_Sch_ADIHS2014.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_ADPRS2013.pdf"" target ='_' > INTERVIEW SCHEDULE-ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY) EXAM-2013</li>","INTERVIEW SCHEDULE-ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY) EXAM-2013",../pdf/Notifications/Int_Sch_ADPRS2013.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_RDA2014.pdf"" target ='_' > INTERVIEW SCHEDULE-DEPUTY REGISTRAR, ASSISTANT REGISTRAR EXAM-2014</li>","INTERVIEW SCHEDULE-DEPUTY REGISTRAR, ASSISTANT REGISTRAR EXAM-2014",../pdf/Notifications/Int_Sch_RDA2014.pdf
"<li><a href = ""../pdf/Notifications/Int_POSTPONED_RDA2014.pdf"" target ='_' > INTERVIEW POSTPONED</li>",INTERVIEW POSTPONED,../pdf/Notifications/Int_POSTPONED_RDA2014.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_ADJ2014.pdf"" target ='_' > INTERVIEW SCHEDULE-ASSISTANT DIRECTOR, JANSAMPARK EXAM-2014</li>","INTERVIEW SCHEDULE-ASSISTANT DIRECTOR, JANSAMPARK EXAM-2014",../pdf/Notifications/Int_Sch_ADJ2014.pdf
"<li><a href = ""../pdf/Notifications/EXAM_EXTEND_SS(P)E2014.pdf"" target ='_' > NOTIFICATION-ABOUT EXAM DATE EXTENDED- STATE SERVICE (PRELIMS) EXAM-2014 </li>",NOTIFICATION-ABOUT EXAM DATE EXTENDED- STATE SERVICE (PRELIMS) EXAM-2014 ,../pdf/Notifications/EXAM_EXTEND_SS(P)E2014.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_Granthpal2013.pdf"" target ='_' > INTERVIEW SCHEDULE-GRANTHPAL EXAM-2013</li>",INTERVIEW SCHEDULE-GRANTHPAL EXAM-2013,../pdf/Notifications/Int_Sch_Granthpal2013.pdf
"<li><a href = ""../pdf/Notifications/SSE2014_SUBS.pdf"" target ='_' > NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2014 : ABOUT ADMIT CARD & SUBSCRIBER-(OLD) </li>",NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2014 : ABOUT ADMIT CARD & SUBSCRIBER-(OLD) ,../pdf/Notifications/SSE2014_SUBS.pdf
"<li><a href = ""../pdf/Notifications/SES2014_AC.pdf"" target ='_' > NOTIFICATION- STATE ENGINEERING SERVICE EXAM 2014 : ABOUT ADMIT CARD </li>",NOTIFICATION- STATE ENGINEERING SERVICE EXAM 2014 : ABOUT ADMIT CARD ,../pdf/Notifications/SES2014_AC.pdf
"<li><a href = ""../pdf/Notifications/Tender_Notice.pdf"" target ='_' > TENDER NOTICE FOR DISPOSAL/SALE </li>",TENDER NOTICE FOR DISPOSAL/SALE ,../pdf/Notifications/Tender_Notice.pdf
"<li><a href = ""../pdf/Notifications/SES2014_SUBS.pdf"" target ='_' > NOTIFICATION- STATE ENGINEERING SERVICE EXAM 2014 : ABOUT SUBSCRIBER </li>",NOTIFICATION- STATE ENGINEERING SERVICE EXAM 2014 : ABOUT SUBSCRIBER ,../pdf/Notifications/SES2014_SUBS.pdf
"<li><a href = ""../pdf/Notifications/INTERVIEW_ONLINEEXAM.pdf"" target ='_' > INTERVIEW - ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY), ASSISTANT DIRECTOR JANSAMPARK, ASSISTANT DIRECTOR INDUSTRIAL HEALTH AND SAFETY, REGISTRAR, DEPUTY REGISTRAR, ASSISTANT REGISTRAR</li>","INTERVIEW - ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY), ASSISTANT DIRECTOR JANSAMPARK, ASSISTANT DIRECTOR INDUSTRIAL HEALTH AND SAFETY, REGISTRAR, DEPUTY REGISTRAR, ASSISTANT REGISTRAR",../pdf/Notifications/INTERVIEW_ONLINEEXAM.pdf
"<li><a href = ""../pdf/Notifications/ADH2014Exam_postpone.pdf"" target ='_' > NOTIFICATION : - ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014 (ABOUT EXAM POSTPONE)</li>","NOTIFICATION : - ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014 (ABOUT EXAM POSTPONE)",../pdf/Notifications/ADH2014Exam_postpone.pdf
"<li><a href = ""../pdf/Notifications/AP2014Exam_postpone.pdf"" target ='_' > NOTIFICATION : - ASSISTANT PROFESSOR EXAM-2014 (ABOUT EXAM POSTPONE)</li>",NOTIFICATION : - ASSISTANT PROFESSOR EXAM-2014 (ABOUT EXAM POSTPONE),../pdf/Notifications/AP2014Exam_postpone.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_AROAPOAPRO2014.pdf"" target ='_' > INTERVIEW SCHEDULE-ARO, APO, APRO EXAM-2014</li>","INTERVIEW SCHEDULE-ARO, APO, APRO EXAM-2014",../pdf/Notifications/INT_SCH_AROAPOAPRO2014.pdf
"<li><a href = ""../pdf/Notifications/DUPLI_MIMOAROAPOAPRO.pdf"" target ='_' > ABOUT DUPLICATE INTERVIEW CALL LETTER </li>",ABOUT DUPLICATE INTERVIEW CALL LETTER ,../pdf/Notifications/DUPLI_MIMOAROAPOAPRO.pdf
"<li><a href = ""../pdf/Notifications/AP2014_SUBS.pdf"" target ='_' > NOTIFICATION- ASSISTANT PROFESSOR EXAM 2014 AND ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014: ABOUT SUBSCRIBER </li>","NOTIFICATION- ASSISTANT PROFESSOR EXAM 2014 AND ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014: ABOUT SUBSCRIBER ",../pdf/Notifications/AP2014_SUBS.pdf
"<li><a href = ""../pdf/Notifications/ExamSch_ADH2014.pdf"" target ='_' > EXAM SCHEDULE- ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014 </li>","EXAM SCHEDULE- ASSISTANT DIRECTOR, HORTICULTURE EXAM-2014 ",../pdf/Notifications/ExamSch_ADH2014.pdf
"<li><a href = ""../pdf/Notifications/ExamSch_SES.pdf"" target ='_' > EXAM SCHEDULE- STATE ENGINEERING SERVICE EXAM-2014 </li>",EXAM SCHEDULE- STATE ENGINEERING SERVICE EXAM-2014 ,../pdf/Notifications/ExamSch_SES.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_MI2014.pdf"" target ='_' > INTERVIEW SCHEDULE-MINING INSPECTOR EXAM-2014</li>",INTERVIEW SCHEDULE-MINING INSPECTOR EXAM-2014,../pdf/Notifications/INT_SCH_MI2014.pdf
"<li><a href = ""../pdf/Notifications/DUPLI_MIMOAROAPOAPRO.pdf"" target ='_' > ABOUT DUPLICATE INTERVIEW CALL LETTER </li>",ABOUT DUPLICATE INTERVIEW CALL LETTER ,../pdf/Notifications/DUPLI_MIMOAROAPOAPRO.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_MO2014.pdf"" target ='_' > INTERVIEW SCHEDULE-MINING OFFICER EXAM-2014</li>",INTERVIEW SCHEDULE-MINING OFFICER EXAM-2014,../pdf/Notifications/INT_SCH_MO2014.pdf
"<li><a href = ""../pdf/Notifications/DUPLI_MIMOAROAPOAPRO.pdf"" target ='_' > ABOUT DUPLICATE INTERVIEW CALL LETTER </li>",ABOUT DUPLICATE INTERVIEW CALL LETTER ,../pdf/Notifications/DUPLI_MIMOAROAPOAPRO.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_CJ2014.pdf"" target ='_' > INTERVIEW SCHEDULE-CIVIL JUDGE EXAM-2014</li>",INTERVIEW SCHEDULE-CIVIL JUDGE EXAM-2014,../pdf/Notifications/INT_SCH_CJ2014.pdf
"<li><a href = ""../pdf/Notifications/DUPLI_INT_CLCJ2014.pdf"" target ='_' > ABOUT DUPLICATE INTERVIEW CALL LETTER </li>",ABOUT DUPLICATE INTERVIEW CALL LETTER ,../pdf/Notifications/DUPLI_INT_CLCJ2014.pdf
"<li><a href = ""../pdf/Notifications/ExamSch_AP2014.pdf"" target ='_' > EXAM SCHEDULE- ASSISTANT PROFESSOR EXAM-2014 </li>",EXAM SCHEDULE- ASSISTANT PROFESSOR EXAM-2014 ,../pdf/Notifications/ExamSch_AP2014.pdf
"<li><a href = ""../pdf/Notifications/GRANTHPAL13_SUBS.pdf"" target ='_' > NOTIFICATION- GRANTHPAL EXAM 2013 : ABOUT SUBSCRIBER </li>",NOTIFICATION- GRANTHPAL EXAM 2013 : ABOUT SUBSCRIBER ,../pdf/Notifications/GRANTHPAL13_SUBS.pdf
"<li><a href = ""../pdf/Notifications/SSEM-2013_Exam_Sch.pdf"" target ='_' > EXAM SCHEDULE- STATE SERVICE MAINS EXAM-2013 </li>",EXAM SCHEDULE- STATE SERVICE MAINS EXAM-2013 ,../pdf/Notifications/SSEM-2013_Exam_Sch.pdf
"<li><a href = ""../pdf/Notifications/Librarian_Notification.pdf"" target ='_' > NOTIFICATION-GRANTHPAL EXAM (HIGHER EDUCATION DEPT.) - Exam Date - 07th December 2014</li>",NOTIFICATION-GRANTHPAL EXAM (HIGHER EDUCATION DEPT.) - Exam Date - 07th December 2014,../pdf/Notifications/Librarian_Notification.pdf
"<li><a href = ""../pdf/Notifications/SSME13_SUBS.pdf"" target ='_' > NOTIFICATION- STATE SERVICE (MAINS) EXAM 2013 : ABOUT SUBSCRIBER </li>",NOTIFICATION- STATE SERVICE (MAINS) EXAM 2013 : ABOUT SUBSCRIBER ,../pdf/Notifications/SSME13_SUBS.pdf
"<li><a href = ""../pdf/Notifications/ADIHS_center_change.pdf"" target ='_' > NOTIFICATION-EXAM CENTER ADDRESS CHANGED OF ASSISTANT DIRECTOR, INDUSTRIAL HEALTH AND SAFETY EXAM (EXAM DATE 09 NOV 2014)</li>","NOTIFICATION-EXAM CENTER ADDRESS CHANGED OF ASSISTANT DIRECTOR, INDUSTRIAL HEALTH AND SAFETY EXAM (EXAM DATE 09 NOV 2014)",../pdf/Notifications/ADIHS_center_change.pdf
"<li><a href = ""../pdf/Notifications/Online_Agramanyta_Extend2012.pdf"" target ='_' > NOTIFICATION-ONLINE AGRAMANYATA OF STATE SERVICE EXAM-2012 (Extended Date From 05/11/2014 To 07/11/2014 {Till 12:00 Noon})</li>",NOTIFICATION-ONLINE AGRAMANYATA OF STATE SERVICE EXAM-2012 (Extended Date From 05/11/2014 To 07/11/2014 {Till 12:00 Noon}),../pdf/Notifications/Online_Agramanyta_Extend2012.pdf
"<li><a href = ""../pdf/Notifications/SSE_mains_2013_date_extended.pdf"" target ='_' > NOTIFICATION-STATE SERVICE EXAM(MAINS)-2013 (Extended Date From 03/11/2014 To 07/11/2014)</li>",NOTIFICATION-STATE SERVICE EXAM(MAINS)-2013 (Extended Date From 03/11/2014 To 07/11/2014),../pdf/Notifications/SSE_mains_2013_date_extended.pdf
"<li><a href = ""../pdf/Notifications/INT_SSE12.pdf"" target ='_' > INTERVIEW SCHEDULE -STATE SERVICE EXAM-2012 </li>",INTERVIEW SCHEDULE -STATE SERVICE EXAM-2012 ,../pdf/Notifications/INT_SSE12.pdf
"<li><a href = ""../pdf/Notifications/Noti_INT_SSE12.pdf"" target ='_' > NOTIFICATION</li>",NOTIFICATION,../pdf/Notifications/Noti_INT_SSE12.pdf
"<li><a href = ""../pdf/Notifications/SSE_2012_IC_letter.pdf"" target ='_' > FOR DUPLICATE INTERVIEW CALL LETTER</li>",FOR DUPLICATE INTERVIEW CALL LETTER,../pdf/Notifications/SSE_2012_IC_letter.pdf
"<li><a href = ""../pdf/Notifications/Amended_Int_sch_2012.pdf"" target ='_' > AMENDED INTERVIEW SCHEDULE</li>",AMENDED INTERVIEW SCHEDULE,../pdf/Notifications/Amended_Int_sch_2012.pdf
"<li><a href = ""../pdf/Notifications/ADJ_R_AR_DR.pdf"" target ='_' > NOTIFICATION- ASSISTANT DIRECTOR JANSAMPARK & REGISTRAR, DEPUTY REGISTRAR, ASSISTANT REGISTRAR - Exam Date - 12th October 2014</li>","NOTIFICATION- ASSISTANT DIRECTOR JANSAMPARK & REGISTRAR, DEPUTY REGISTRAR, ASSISTANT REGISTRAR - Exam Date - 12th October 2014",../pdf/Notifications/ADJ_R_AR_DR.pdf
"<li><a href = ""../pdf/Notifications/SSEmains2013.pdf"" target ='_' > NOTIFICATION FOR STATE SERVICE SERVICE (MAINS) EXAM-2013 </li>",NOTIFICATION FOR STATE SERVICE SERVICE (MAINS) EXAM-2013 ,../pdf/Notifications/SSEmains2013.pdf
"<li><a href = ""../pdf/Notifications/CJmains2014.pdf"" target ='_' > NOTIFICATION FOR CIVIL JUDGE (MAINS) EXAM-2014 </li>",NOTIFICATION FOR CIVIL JUDGE (MAINS) EXAM-2014 ,../pdf/Notifications/CJmains2014.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_ABEO13.pdf"" target ='_' > INTERVIEW SCHEDULE-ABEO EXAM-2013</li>",INTERVIEW SCHEDULE-ABEO EXAM-2013,../pdf/Notifications/INT_SCH_ABEO13.pdf
"<li><a href = ""../pdf/Notifications/Notification_INT_ABEO2013.pdf"" target ='_' > NOTIFICATION </li>",NOTIFICATION ,../pdf/Notifications/Notification_INT_ABEO2013.pdf
"<li><a href = ""../pdf/Notifications/AD_PRS_IHS2014.pdf"" target ='_' > NOTIFICATION- EXAM PLAN & SYLLABUS (Advertisement No- 05/2013/Exam/Dated 31/08/2013 & Advertisement No- 10/2014/Exam/Dated 14/08/2014) - Exam Date - 09th November 2014</li>",NOTIFICATION- EXAM PLAN & SYLLABUS (Advertisement No- 05/2013/Exam/Dated 31/08/2013 & Advertisement No- 10/2014/Exam/Dated 14/08/2014) - Exam Date - 09th November 2014,../pdf/Notifications/AD_PRS_IHS2014.pdf
"<li><a href = ""../pdf/Notifications/hfw2014.pdf"" target ='_' > NOTIFICATION- FOR SUBMITTING EDUCATIONAL QUALIFICATION RELATED DOCUMENTS IN CGPSC (Advertisement No- 05/2014/Exam/Dated 17/04/2014- H&FW DEPT.) </li>",NOTIFICATION- FOR SUBMITTING EDUCATIONAL QUALIFICATION RELATED DOCUMENTS IN CGPSC (Advertisement No- 05/2014/Exam/Dated 17/04/2014- H&FW DEPT.) ,../pdf/Notifications/hfw2014.pdf
"<li><a href = ""../pdf/Notifications/INT_SCH_DEMO08.pdf"" target ='_' > INTERVIEW SCHEDULE-DEMONSTRATOR -2008 (H&FW DEPT.) </li>",INTERVIEW SCHEDULE-DEMONSTRATOR -2008 (H&FW DEPT.) ,../pdf/Notifications/INT_SCH_DEMO08.pdf
"<li><a href = ""../pdf/Notifications/ap_int2_2014.pdf"" target ='_' > INTERVIEW SCHEDULE- ASSISTANT PROFESSOR EXAM -2009 (22, 25, 27, & 30 August 2014) -List1</li>","INTERVIEW SCHEDULE- ASSISTANT PROFESSOR EXAM -2009 (22, 25, 27, & 30 August 2014) -List1",../pdf/Notifications/ap_int2_2014.pdf
"<li><a href = ""../pdf/Notifications/ap_int3_2014.pdf"" target ='_' > INTERVIEW SCHEDULE- ASSISTANT PROFESSOR EXAM -2009 (22, 25, 27, & 30 August 2014)-List2 </li>","INTERVIEW SCHEDULE- ASSISTANT PROFESSOR EXAM -2009 (22, 25, 27, & 30 August 2014)-List2 ",../pdf/Notifications/ap_int3_2014.pdf
"<li><a href = ""../pdf/Notifications/ap_int24J2014.pdf"" target ='_' > INTERVIEW SCHEDULE- ASSISTANT PROFESSOR EXAM -2009 (24th July 2014) </li>",INTERVIEW SCHEDULE- ASSISTANT PROFESSOR EXAM -2009 (24th July 2014) ,../pdf/Notifications/ap_int24J2014.pdf
"<li><a href = ""../pdf/Notifications/subs_2627J2014.pdf"" target ='_' > NOTIFICATION- EXAMS- 2014 (Date 26th & 27th July 2014) : ABOUT SUBSCRIBER </li>",NOTIFICATION- EXAMS- 2014 (Date 26th & 27th July 2014) : ABOUT SUBSCRIBER ,../pdf/Notifications/subs_2627J2014.pdf
"<li><a href = ""../pdf/Notifications/CJ14_SUBS.pdf"" target ='_' > NOTIFICATION- CIVIL JUDGE (ENTRY LEVEL) EXAM 2014 : ABOUT SUBSCRIBER </li>",NOTIFICATION- CIVIL JUDGE (ENTRY LEVEL) EXAM 2014 : ABOUT SUBSCRIBER ,../pdf/Notifications/CJ14_SUBS.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_VAS12_ADF13.pdf"" target ='_' > INTERVIEW SCHEDULE- VETERINARY ASSISTANT SURGEON-2012 AND ASSISTANT DIRECTOR, FISHERIES-2013 </li>","INTERVIEW SCHEDULE- VETERINARY ASSISTANT SURGEON-2012 AND ASSISTANT DIRECTOR, FISHERIES-2013 ",../pdf/Notifications/Int_Sch_VAS12_ADF13.pdf
"<li><a href = ""../pdf/Notifications/0305SSPE2013.pdf"" target ='_' > NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2013 : CENTER ADDRESS CHANGED (CENTER CODE 0305) </li>",NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2013 : CENTER ADDRESS CHANGED (CENTER CODE 0305) ,../pdf/Notifications/0305SSPE2013.pdf
"<li><a href = ""../pdf/Notifications/SSPE13_SUBS.pdf"" target ='_' > NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2013 : ABOUT SUBSCRIBER </li>",NOTIFICATION- STATE SERVICE (PRELIMS) EXAM 2013 : ABOUT SUBSCRIBER ,../pdf/Notifications/SSPE13_SUBS.pdf
"<li><a href = ""../pdf/Notifications/rto_tsi2014.pdf"" target ='_' > IMPORTANT NOTIFICATION : - ARTO & TSI EXAM - 2014 (ABOUT EXAM POSTPONE) </li>",IMPORTANT NOTIFICATION : - ARTO & TSI EXAM - 2014 (ABOUT EXAM POSTPONE) ,../pdf/Notifications/rto_tsi2014.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_ADA2012.pdf"" target ='_' > INTERVIEW SCHEDULE- ASSISTANT DIRECTOR AGRICULTURE-2012 </li>",INTERVIEW SCHEDULE- ASSISTANT DIRECTOR AGRICULTURE-2012 ,../pdf/Notifications/Int_Sch_ADA2012.pdf
"<li><a href = ""../pdf/Notifications/ARTO_DateChanged.pdf"" target ='_' > NOTIFICATION -ARTO & TSI EXAM -2014 # PAYMENT DATE FOR UNPAID APPLICATION IS CHANGED (LAST DATE : 30/03/2014) </li>",NOTIFICATION -ARTO & TSI EXAM -2014 # PAYMENT DATE FOR UNPAID APPLICATION IS CHANGED (LAST DATE : 30/03/2014) ,../pdf/Notifications/ARTO_DateChanged.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_ADPPO2013.pdf"" target ='_' > INTERVIEW SCHEDULE-ADPPO Exam-2013 </li>",INTERVIEW SCHEDULE-ADPPO Exam-2013 ,../pdf/Notifications/Int_Sch_ADPPO2013.pdf
"<li><a href = ""../pdf/Notifications/AMEN_Int_Sch_ADPPO2013.pdf"" target ='_' > AMENDED INTERVIEW SCHEDULE </li>",AMENDED INTERVIEW SCHEDULE ,../pdf/Notifications/AMEN_Int_Sch_ADPPO2013.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_ACNT2011.pdf"" target ='_' > INTERVIEW SCHEDULE- SAHAYAK NIYANTRAK (NAAP TAUL) </li>",INTERVIEW SCHEDULE- SAHAYAK NIYANTRAK (NAAP TAUL) ,../pdf/Notifications/Int_Sch_ACNT2011.pdf
"<li><a href = ""../pdf/Notifications/SSME12_SUBS.pdf"" target ='_' > NOTIFICATION- STATE SERVICE MAINS EXAM 2012 : ABOUT SUBSCRIBER </li>",NOTIFICATION- STATE SERVICE MAINS EXAM 2012 : ABOUT SUBSCRIBER ,../pdf/Notifications/SSME12_SUBS.pdf
"<li><a href = ""../pdf/Notifications/SSEM-2012_Exam_Sch.pdf"" target ='_' > EXAM SCHEDULE- STATE SERVICE MAINS EXAM-2012 </li>",EXAM SCHEDULE- STATE SERVICE MAINS EXAM-2012 ,../pdf/Notifications/SSEM-2012_Exam_Sch.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/01QP.pdf"" target ='_' > STATE SERVICE MAINS EXAM -2012 MODEL QUESTION PAPER & QAB (QUESTION CUM ANSWER BOOKLET) : 1. QUESTION PAPER -1 (LANGUAGE) </li>",STATE SERVICE MAINS EXAM -2012 MODEL QUESTION PAPER & QAB (QUESTION CUM ANSWER BOOKLET) : 1. QUESTION PAPER -1 (LANGUAGE) ,../pdf/Notifications/SSEM12/01QP.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/01.pdf"" target ='_' > 1. (LANGUAGE)  QAB</li>",1. (LANGUAGE)  QAB,../pdf/Notifications/SSEM12/01.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/02QP.pdf"" target ='_' > 2. QUESTION PAPER -2 (ESSAY) </li>",2. QUESTION PAPER -2 (ESSAY) ,../pdf/Notifications/SSEM12/02QP.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/02.pdf"" target ='_' > 2. (ESSAY) >> QAB</li>",2. (ESSAY) >> QAB,../pdf/Notifications/SSEM12/02.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/03QP.pdf"" target ='_' > 3. QUESTION PAPER -3 (HISTORY, CONSTITUTION AND PUBLIC ADMINISTRATION) </li>","3. QUESTION PAPER -3 (HISTORY, CONSTITUTION AND PUBLIC ADMINISTRATION) ",../pdf/Notifications/SSEM12/03QP.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/03.pdf"" target ='_' > 3. (HISTORY, CONSTITUTION AND PUBLIC ADMINISTRATION) >> QAB</li>","3. (HISTORY, CONSTITUTION AND PUBLIC ADMINISTRATION) >> QAB",../pdf/Notifications/SSEM12/03.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/04QP.pdf"" target ='_' > 4. QUESTION PAPER -4 (SCIENCE, TECHNOLOGY AND ENVIRONMENT)</li>","4. QUESTION PAPER -4 (SCIENCE, TECHNOLOGY AND ENVIRONMENT)",../pdf/Notifications/SSEM12/04QP.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/04.pdf"" target ='_' > 4.  (SCIENCE, TECHNOLOGY AND ENVIRONMENT) >> QAB</li>","4.  (SCIENCE, TECHNOLOGY AND ENVIRONMENT) >> QAB",../pdf/Notifications/SSEM12/04.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/05QP.pdf"" target ='_' > 5. QUESTION PAPER -5 (ECONOMICS & GEOGRAPHY) </li>",5. QUESTION PAPER -5 (ECONOMICS & GEOGRAPHY) ,../pdf/Notifications/SSEM12/05QP.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/05.pdf"" target ='_' > 5. (ECONOMICS & GEOGRAPHY) >> QAB</li>",5. (ECONOMICS & GEOGRAPHY) >> QAB,../pdf/Notifications/SSEM12/05.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/06QP.pdf"" target ='_' > 6. QUESTION PAPER -6 (MATHEMATICS AND REASONING ABILITY) </li>",6. QUESTION PAPER -6 (MATHEMATICS AND REASONING ABILITY) ,../pdf/Notifications/SSEM12/06QP.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/06.pdf"" target ='_' > 6. (MATHEMATICS AND REASONING ABILITY) >> QAB</li>",6. (MATHEMATICS AND REASONING ABILITY) >> QAB,../pdf/Notifications/SSEM12/06.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/07QP.pdf"" target ='_' > 7. QUESTION PAPER -7 (PHILOSOPHY & SOCIOLOGY)</li>",7. QUESTION PAPER -7 (PHILOSOPHY & SOCIOLOGY),../pdf/Notifications/SSEM12/07QP.pdf
"<li><a href = ""../pdf/Notifications/SSEM12/07.pdf"" target ='_' > 7. (PHILOSOPHY & SOCIOLOGY) >> QAB</li>",7. (PHILOSOPHY & SOCIOLOGY) >> QAB,../pdf/Notifications/SSEM12/07.pdf
"<li><a href = ""../pdf/Notifications/NOTI_AC_ABEO.pdf"" target ='_' > NOTIFICATION : - ABEO EXAM-2013 (9 March 2014)-ABOUT ADMIT CARD</li>",NOTIFICATION : - ABEO EXAM-2013 (9 March 2014)-ABOUT ADMIT CARD,../pdf/Notifications/NOTI_AC_ABEO.pdf
"<li><a href = ""../pdf/Notifications/ABEO_SUBS.pdf"" target ='_' >  NOTIFICATION ABOUT SUBSCRIBER </li>", NOTIFICATION ABOUT SUBSCRIBER ,../pdf/Notifications/ABEO_SUBS.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_PEON2011.pdf"" target ='_' > INTERVIEW SCHEDULE- PEON-2011 (CHHATTISGARH PUBLIC SERVICE COMMISION) </li>",INTERVIEW SCHEDULE- PEON-2011 (CHHATTISGARH PUBLIC SERVICE COMMISION) ,../pdf/Notifications/Int_Sch_PEON2011.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_IMO2013.pdf"" target ='_' > INTERVIEW SCHEDULE- INSURANCE MEDICAL OFFICER </li>",INTERVIEW SCHEDULE- INSURANCE MEDICAL OFFICER ,../pdf/Notifications/Int_Sch_IMO2013.pdf
"<li><a href = ""../pdf/Notifications/Int_Sch_cmo.pdf"" target ='_' > INTERVIEW SCHEDULE- CMO VARG 'KHA' & 'GA'-2010</li>",INTERVIEW SCHEDULE- CMO VARG 'KHA' & 'GA'-2010,../pdf/Notifications/Int_Sch_cmo.pdf
"<li><a href = ""../pdf/Notifications/cmo_A_int.pdf"" target ='_' > AMENDED INTERVIEW SCHEDULE</li>",AMENDED INTERVIEW SCHEDULE,../pdf/Notifications/cmo_A_int.pdf
"<li><a href = ""../pdf/Notifications/Notification_SSEAG2011.pdf"" target ='_' > NOTIFICATION-STATE SERVICE EXAM (MAINS) -2011 AGRAMANYATA</li>",NOTIFICATION-STATE SERVICE EXAM (MAINS) -2011 AGRAMANYATA,../pdf/Notifications/Notification_SSEAG2011.pdf
